id,reportId,language,languageStyle,text,originalSyntheticText,sourceType,category,incidentCategory,severity,route,responsibleUnit,technicalIndicators,personalInformationLabels,incidentClusterId,expectedRedactedText,annotatorNotes,split
SYN-322,SYN-322,English,English,Confidential records were emailed to the wrong recipient from student portal Reported by user21@example.test on 08030000021.,Confidential records were emailed to the wrong recipient from student portal Reported by user21@example.test on 08030000021.,Web form,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,Email; Nigerian telephone number,CL-07-04,Confidential records were emailed to the wrong recipient from student portal Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-687,SYN-687,Nigerian Pidgin,Nigerian Pidgin,Something strange happen for student portal but I no get detail Reported by user36@example.test on 08030000036.,Something strange happen for student portal but I no get detail Reported by user36@example.test on 08030000036.,Email,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,Email; Nigerian telephone number,CL-14-07,Something strange happen for student portal but I no get detail Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-012,SYN-012,English,English,The sender claims to be ICT and says my account will close unless I sign in,The sender claims to be ICT and says my account will close unless I sign in,PDF,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-01-02,The sender claims to be ICT and says my account will close unless I sign in,Deterministic synthetic example; human validation required.,train
SYN-461,SYN-461,English,English,Heavy traffic from 192.0.2.11 made payroll unavailable,Heavy traffic from 192.0.2.11 made payroll unavailable,Image,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.11,None,CL-10-02,Heavy traffic from 192.0.2.11 made payroll unavailable,Deterministic synthetic example; human validation required.,train
SYN-101,SYN-101,Nigerian Pidgin,Nigerian Pidgin,All file for payroll don encrypt and message say make we pay ransom Reported by user0@example.test on 08030000000.,All file for payroll don encrypt and message say make we pay ransom Reported by user0@example.test on 08030000000.,Web form,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-03-00,All file for payroll don encrypt and message say make we pay ransom Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-295,SYN-295,Nigerian Pidgin,Nigerian Pidgin,Normal software update restart the laptop as dem schedule am,Normal software update restart the laptop as dem schedule am,Screenshot,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-08,Normal software update restart the laptop as dem schedule am,Deterministic synthetic example; human validation required.,test
SYN-114,SYN-114,English,English,Every document now has a strange extension and the screen says decrypt,Every document now has a strange extension and the screen says decrypt,Offline submission,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-03-02,Every document now has a strange extension and the screen says decrypt,Deterministic synthetic example; human validation required.,train
SYN-083,SYN-083,Nigerian Pidgin,Nigerian Pidgin,Strange login show from 192.0.2.33 and OTP messages dey enter plenty,Strange login show from 192.0.2.33 and OTP messages dey enter plenty,PDF,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,192.0.2.33,None,CL-02-06,Strange login show from 192.0.2.33 and OTP messages dey enter plenty,Deterministic synthetic example; human validation required.,train
SYN-629,SYN-629,Nigerian Pidgin,Nigerian Pidgin,Abeg how I fit update my contact detail for bursary,Abeg how I fit update my contact detail for bursary,Web form,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-13-05,Abeg how I fit update my contact detail for bursary,Deterministic synthetic example; human validation required.,train
SYN-003,SYN-003,English,English,The sender claims to be ICT and says my account will close unless I sign in,The sender claims to be ICT and says my account will close unless I sign in,Screenshot,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-01-00,The sender claims to be ICT and says my account will close unless I sign in,Deterministic synthetic example; human validation required.,train
SYN-246,SYN-246,English,English,A staff laptop containing institutional files was lost during travel Reported by user45@example.test on 08030000045.,A staff laptop containing institutional files was lost during travel Reported by user45@example.test on 08030000045.,Image,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,Email; Nigerian telephone number,CL-05-09,A staff laptop containing institutional files was lost during travel Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-452,SYN-452,English,English,Repeated requests overwhelmed student portal and users cannot connect,Repeated requests overwhelmed student portal and users cannot connect,Email,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,,None,CL-10-00,Repeated requests overwhelmed student portal and users cannot connect,Deterministic synthetic example; human validation required.,train
SYN-601,SYN-601,Nigerian Pidgin,Nigerian Pidgin,Abeg how I fit update my contact detail for payroll Reported by user0@example.test on 08030000000.,Abeg how I fit update my contact detail for payroll Reported by user0@example.test on 08030000000.,Web form,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,Email; Nigerian telephone number,CL-13-00,Abeg how I fit update my contact detail for payroll Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-503,SYN-503,English,English,A departing staff member copied restricted files from email,A departing staff member copied restricted files from email,Screenshot,Insider threat,Insider threat,High,Senior Security and HR Review,Senior Security and HR Review,,None,CL-11-00,A departing staff member copied restricted files from email,Deterministic synthetic example; human validation required.,train
SYN-561,SYN-561,English,English,A researcher found an input validation weakness on payroll,A researcher found an input validation weakness on payroll,Image,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,,None,CL-12-02,A researcher found an input validation weakness on payroll,Deterministic synthetic example; human validation required.,train
SYN-587,SYN-587,Nigerian Pidgin,Nigerian Pidgin,Researcher find input validation problem for student portal Reported by user36@example.test on 08030000036.,Researcher find input validation problem for student portal Reported by user36@example.test on 08030000036.,Email,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,,Email; Nigerian telephone number,CL-12-07,Researcher find input validation problem for student portal Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
